country,seasonality,year_month,year,month,unemployment,unemployment_rate,country_group,name_en,unemployment_rate_null
at,nsa,1993.01,1993,1,171000,4.5,eu,Austria,False
at,nsa,1993.02,1993,2,175000,4.6,eu,Austria,False
at,nsa,1993.03,1993,3,166000,4.4,eu,Austria,False
at,nsa,1993.04,1993,4,157000,4.1,eu,Austria,False
at,nsa,1993.05,1993,5,147000,3.9,eu,Austria,False
at,nsa,1993.06,1993,6,134000,3.5,eu,Austria,False
at,nsa,1993.07,1993,7,128000,3.4,eu,Austria,False
at,nsa,1993.08,1993,8,130000,3.4,eu,Austria,False
at,nsa,1993.09,1993,9,132000,3.5,eu,Austria,False
at,nsa,1993.1,1993,10,141000,3.7,eu,Austria,False
at,nsa,1993.11,1993,11,156000,4.1,eu,Austria,False
at,nsa,1993.12,1993,12,169000,4.4,eu,Austria,False
at,nsa,1994.01,1994,1,180000,4.7,eu,Austria,False
at,nsa,1994.02,1994,2,180000,4.7,eu,Austria,False
at,nsa,1994.03,1994,3,164000,4.3,eu,Austria,False
at,nsa,1994.04,1994,4,152000,4.0,eu,Austria,False
at,nsa,1994.05,1994,5,143000,3.8,eu,Austria,False
at,nsa,1994.06,1994,6,127000,3.4,eu,Austria,False
at,nsa,1994.07,1994,7,120000,3.2,eu,Austria,False
at,nsa,1994.08,1994,8,121000,3.2,eu,Austria,False
at,nsa,1994.09,1994,9,125000,3.3,eu,Austria,False
at,nsa,1994.1,1994,10,134000,3.5,eu,Austria,False
at,nsa,1994.11,1994,11,148000,3.9,eu,Austria,False
at,nsa,1994.12,1994,12,159000,4.2,eu,Austria,False
at,nsa,1995.01,1995,1,172000,4.5,eu,Austria,False
at,nsa,1995.02,1995,2,174000,4.5,eu,Austria,False
at,nsa,1995.03,1995,3,160000,4.2,eu,Austria,False
at,nsa,1995.04,1995,4,150000,3.9,eu,Austria,False
at,nsa,1995.05,1995,5,141000,3.7,eu,Austria,False
at,nsa,1995.06,1995,6,129000,3.4,eu,Austria,False
at,nsa,1995.07,1995,7,123000,3.3,eu,Austria,False
at,nsa,1995.08,1995,8,126000,3.4,eu,Austria,False
at,nsa,1995.09,1995,9,129000,3.5,eu,Austria,False
at,nsa,1995.1,1995,10,139000,3.7,eu,Austria,False
at,nsa,1995.11,1995,11,157000,4.2,eu,Austria,False
at,nsa,1995.12,1995,12,175000,4.7,eu,Austria,False
at,nsa,1996.01,1996,1,193000,5.1,eu,Austria,False
at,nsa,1996.02,1996,2,202000,5.3,eu,Austria,False
at,nsa,1996.03,1996,3,193000,5.1,eu,Austria,False
at,nsa,1996.04,1996,4,177000,4.7,eu,Austria,False
at,nsa,1996.05,1996,5,159000,4.3,eu,Austria,False
at,nsa,1996.06,1996,6,142000,3.8,eu,Austria,False
at,nsa,1996.07,1996,7,134000,3.6,eu,Austria,False
at,nsa,1996.08,1996,8,135000,3.6,eu,Austria,False
at,nsa,1996.09,1996,9,137000,3.7,eu,Austria,False
at,nsa,1996.1,1996,10,146000,3.9,eu,Austria,False
at,nsa,1996.11,1996,11,160000,4.3,eu,Austria,False
at,nsa,1996.12,1996,12,173000,4.6,eu,Austria,False
at,nsa,1997.01,1997,1,190000,5.0,eu,Austria,False
at,nsa,1997.02,1997,2,196000,5.2,eu,Austria,False
at,nsa,1997.03,1997,3,181000,4.8,eu,Austria,False
at,nsa,1997.04,1997,4,168000,4.5,eu,Austria,False
at,nsa,1997.05,1997,5,157000,4.2,eu,Austria,False
at,nsa,1997.06,1997,6,144000,3.9,eu,Austria,False
at,nsa,1997.07,1997,7,139000,3.7,eu,Austria,False
at,nsa,1997.08,1997,8,141000,3.8,eu,Austria,False
at,nsa,1997.09,1997,9,143000,3.8,eu,Austria,False
at,nsa,1997.1,1997,10,154000,4.1,eu,Austria,False
at,nsa,1997.11,1997,11,171000,4.5,eu,Austria,False
at,nsa,1997.12,1997,12,187000,4.9,eu,Austria,False
at,nsa,1998.01,1998,1,205000,5.4,eu,Austria,False
at,nsa,1998.02,1998,2,214000,5.6,eu,Austria,False
at,nsa,1998.03,1998,3,201000,5.3,eu,Austria,False
at,nsa,1998.04,1998,4,184000,4.9,eu,Austria,False
at,nsa,1998.05,1998,5,168000,4.5,eu,Austria,False
at,nsa,1998.06,1998,6,153000,4.1,eu,Austria,False
at,nsa,1998.07,1998,7,144000,3.8,eu,Austria,False
at,nsa,1998.08,1998,8,142000,3.8,eu,Austria,False
at,nsa,1998.09,1998,9,142000,3.8,eu,Austria,False
at,nsa,1998.1,1998,10,148000,3.9,eu,Austria,False
at,nsa,1998.11,1998,11,160000,4.2,eu,Austria,False
at,nsa,1998.12,1998,12,172000,4.5,eu,Austria,False
at,nsa,1999.01,1999,1,185000,4.8,eu,Austria,False
at,nsa,1999.02,1999,2,190000,4.9,eu,Austria,False
at,nsa,1999.03,1999,3,175000,4.6,eu,Austria,False
at,nsa,1999.04,1999,4,158000,4.1,eu,Austria,False
at,nsa,1999.05,1999,5,144000,3.8,eu,Austria,False
at,nsa,1999.06,1999,6,129000,3.4,eu,Austria,False
at,nsa,1999.07,1999,7,123000,3.3,eu,Austria,False
at,nsa,1999.08,1999,8,125000,3.3,eu,Austria,False
at,nsa,1999.09,1999,9,126000,3.3,eu,Austria,False
at,nsa,1999.1,1999,10,133000,3.5,eu,Austria,False
at,nsa,1999.11,1999,11,148000,3.9,eu,Austria,False
at,nsa,1999.12,1999,12,164000,4.3,eu,Austria,False
at,nsa,2000.01,2000,1,182000,4.7,eu,Austria,False
at,nsa,2000.02,2000,2,190000,4.9,eu,Austria,False
at,nsa,2000.03,2000,3,171000,4.5,eu,Austria,False
at,nsa,2000.04,2000,4,148000,3.9,eu,Austria,False
at,nsa,2000.05,2000,5,133000,3.5,eu,Austria,False
at,nsa,2000.06,2000,6,119000,3.2,eu,Austria,False
at,nsa,2000.07,2000,7,111000,2.9,eu,Austria,False
at,nsa,2000.08,2000,8,110000,2.9,eu,Austria,False
at,nsa,2000.09,2000,9,111000,2.9,eu,Austria,False
at,nsa,2000.1,2000,10,116000,3.1,eu,Austria,False
at,nsa,2000.11,2000,11,129000,3.4,eu,Austria,False
at,nsa,2000.12,2000,12,141000,3.7,eu,Austria,False
at,nsa,2001.01,2001,1,157000,4.1,eu,Austria,False
at,nsa,2001.02,2001,2,164000,4.3,eu,Austria,False
at,nsa,2001.03,2001,3,149000,3.9,eu,Austria,False
at,nsa,2001.04,2001,4,135000,3.5,eu,Austria,False
at,nsa,2001.05,2001,5,125000,3.3,eu,Austria,False
at,nsa,2001.06,2001,6,117000,3.1,eu,Austria,False
at,nsa,2001.07,2001,7,114000,3.0,eu,Austria,False
at,nsa,2001.08,2001,8,118000,3.1,eu,Austria,False
at,nsa,2001.09,2001,9,123000,3.2,eu,Austria,False
at,nsa,2001.1,2001,10,132000,3.5,eu,Austria,False
at,nsa,2001.11,2001,11,150000,3.9,eu,Austria,False
at,nsa,2001.12,2001,12,173000,4.5,eu,Austria,False
at,nsa,2002.01,2002,1,196000,5.0,eu,Austria,False
at,nsa,2002.02,2002,2,203000,5.2,eu,Austria,False
at,nsa,2002.03,2002,3,188000,4.8,eu,Austria,False
at,nsa,2002.04,2002,4,170000,4.4,eu,Austria,False
at,nsa,2002.05,2002,5,156000,4.0,eu,Austria,False
at,nsa,2002.06,2002,6,142000,3.7,eu,Austria,False
at,nsa,2002.07,2002,7,136000,3.5,eu,Austria,False
at,nsa,2002.08,2002,8,139000,3.6,eu,Austria,False
at,nsa,2002.09,2002,9,141000,3.6,eu,Austria,False
at,nsa,2002.1,2002,10,146000,3.8,eu,Austria,False
at,nsa,2002.11,2002,11,158000,4.1,eu,Austria,False
at,nsa,2002.12,2002,12,178000,4.5,eu,Austria,False
at,nsa,2003.01,2003,1,197000,5.0,eu,Austria,False
at,nsa,2003.02,2003,2,199000,5.1,eu,Austria,False
at,nsa,2003.03,2003,3,183000,4.7,eu,Austria,False
at,nsa,2003.04,2003,4,165000,4.2,eu,Austria,False
at,nsa,2003.05,2003,5,154000,4.0,eu,Austria,False
at,nsa,2003.06,2003,6,144000,3.7,eu,Austria,False
at,nsa,2003.07,2003,7,141000,3.7,eu,Austria,False
at,nsa,2003.08,2003,8,144000,3.7,eu,Austria,False
at,nsa,2003.09,2003,9,148000,3.9,eu,Austria,False
at,nsa,2003.1,2003,10,156000,4.1,eu,Austria,False
at,nsa,2003.11,2003,11,170000,4.4,eu,Austria,False
at,nsa,2003.12,2003,12,191000,5.0,eu,Austria,False
at,nsa,2004.01,2004,1,207000,5.4,eu,Austria,False
at,nsa,2004.02,2004,2,207000,5.4,eu,Austria,False
at,nsa,2004.03,2004,3,196000,5.1,eu,Austria,False
at,nsa,2004.04,2004,4,191000,4.9,eu,Austria,False
at,nsa,2004.05,2004,5,183000,4.7,eu,Austria,False
at,nsa,2004.06,2004,6,183000,4.6,eu,Austria,False
at,nsa,2004.07,2004,7,187000,4.7,eu,Austria,False
at,nsa,2004.08,2004,8,193000,4.8,eu,Austria,False
at,nsa,2004.09,2004,9,189000,4.7,eu,Austria,False
at,nsa,2004.1,2004,10,188000,4.7,eu,Austria,False
at,nsa,2004.11,2004,11,191000,4.8,eu,Austria,False
at,nsa,2004.12,2004,12,209000,5.3,eu,Austria,False
at,nsa,2005.01,2005,1,207000,5.2,eu,Austria,False
at,nsa,2005.02,2005,2,208000,5.3,eu,Austria,False
at,nsa,2005.03,2005,3,207000,5.2,eu,Austria,False
at,nsa,2005.04,2005,4,217000,5.4,eu,Austria,False
at,nsa,2005.05,2005,5,210000,5.2,eu,Austria,False
at,nsa,2005.06,2005,6,205000,5.1,eu,Austria,False
at,nsa,2005.07,2005,7,206000,5.0,eu,Austria,False
at,nsa,2005.08,2005,8,210000,5.1,eu,Austria,False
at,nsa,2005.09,2005,9,202000,4.9,eu,Austria,False
at,nsa,2005.1,2005,10,198000,4.9,eu,Austria,False
at,nsa,2005.11,2005,11,200000,4.9,eu,Austria,False
at,nsa,2005.12,2005,12,224000,5.5,eu,Austria,False
at,nsa,2006.01,2006,1,231000,5.7,eu,Austria,False
at,nsa,2006.02,2006,2,226000,5.6,eu,Austria,False
at,nsa,2006.03,2006,3,215000,5.3,eu,Austria,False
at,nsa,2006.04,2006,4,205000,5.0,eu,Austria,False
at,nsa,2006.05,2006,5,194000,4.7,eu,Austria,False
at,nsa,2006.06,2006,6,183000,4.4,eu,Austria,False
at,nsa,2006.07,2006,7,183000,4.4,eu,Austria,False
at,nsa,2006.08,2006,8,184000,4.4,eu,Austria,False
at,nsa,2006.09,2006,9,173000,4.1,eu,Austria,False
at,nsa,2006.1,2006,10,176000,4.3,eu,Austria,False
at,nsa,2006.11,2006,11,179000,4.3,eu,Austria,False
at,nsa,2006.12,2006,12,198000,4.8,eu,Austria,False
at,nsa,2007.01,2007,1,199000,4.8,eu,Austria,False
at,nsa,2007.02,2007,2,192000,4.6,eu,Austria,False
at,nsa,2007.03,2007,3,182000,4.4,eu,Austria,False
at,nsa,2007.04,2007,4,191000,4.6,eu,Austria,False
at,nsa,2007.05,2007,5,185000,4.4,eu,Austria,False
at,nsa,2007.06,2007,6,184000,4.3,eu,Austria,False
at,nsa,2007.07,2007,7,199000,4.7,eu,Austria,False
at,nsa,2007.08,2007,8,205000,4.8,eu,Austria,False
at,nsa,2007.09,2007,9,184000,4.3,eu,Austria,False
at,nsa,2007.1,2007,10,169000,4.0,eu,Austria,False
at,nsa,2007.11,2007,11,161000,3.9,eu,Austria,False
at,nsa,2007.12,2007,12,176000,4.2,eu,Austria,False
at,nsa,2008.01,2008,1,188000,4.5,eu,Austria,False
at,nsa,2008.02,2008,2,178000,4.3,eu,Austria,False
at,nsa,2008.03,2008,3,159000,3.8,eu,Austria,False
at,nsa,2008.04,2008,4,156000,3.7,eu,Austria,False
at,nsa,2008.05,2008,5,142000,3.4,eu,Austria,False
at,nsa,2008.06,2008,6,139000,3.3,eu,Austria,False
at,nsa,2008.07,2008,7,155000,3.6,eu,Austria,False
at,nsa,2008.08,2008,8,164000,3.8,eu,Austria,False
at,nsa,2008.09,2008,9,159000,3.7,eu,Austria,False
at,nsa,2008.1,2008,10,159000,3.7,eu,Austria,False
at,nsa,2008.11,2008,11,162000,3.8,eu,Austria,False
at,nsa,2008.12,2008,12,186000,4.4,eu,Austria,False
at,nsa,2009.01,2009,1,195000,4.6,eu,Austria,False
at,nsa,2009.02,2009,2,201000,4.8,eu,Austria,False
at,nsa,2009.03,2009,3,194000,4.6,eu,Austria,False
at,nsa,2009.04,2009,4,199000,4.7,eu,Austria,False
at,nsa,2009.05,2009,5,197000,4.6,eu,Austria,False
at,nsa,2009.06,2009,6,201000,4.7,eu,Austria,False
at,nsa,2009.07,2009,7,220000,5.1,eu,Austria,False
at,nsa,2009.08,2009,8,230000,5.3,eu,Austria,False
at,nsa,2009.09,2009,9,216000,5.0,eu,Austria,False
at,nsa,2009.1,2009,10,200000,4.7,eu,Austria,False
at,nsa,2009.11,2009,11,190000,4.5,eu,Austria,False
at,nsa,2009.12,2009,12,211000,5.0,eu,Austria,False
at,nsa,2010.01,2010,1,207000,4.9,eu,Austria,False
at,nsa,2010.02,2010,2,202000,4.8,eu,Austria,False
at,nsa,2010.03,2010,3,186000,4.4,eu,Austria,False
at,nsa,2010.04,2010,4,194000,4.6,eu,Austria,False
at,nsa,2010.05,2010,5,186000,4.4,eu,Austria,False
at,nsa,2010.06,2010,6,181000,4.2,eu,Austria,False
at,nsa,2010.07,2010,7,185000,4.3,eu,Austria,False
at,nsa,2010.08,2010,8,195000,4.5,eu,Austria,False
at,nsa,2010.09,2010,9,193000,4.4,eu,Austria,False
at,nsa,2010.1,2010,10,194000,4.5,eu,Austria,False
at,nsa,2010.11,2010,11,199000,4.6,eu,Austria,False
at,nsa,2010.12,2010,12,231000,5.3,eu,Austria,False
at,sa,1993.01,1993,1,144000,3.8,eu,Austria,False
at,sa,1993.02,1993,2,145000,3.8,eu,Austria,False
at,sa,1993.03,1993,3,147000,3.9,eu,Austria,False
at,sa,1993.04,1993,4,149000,3.9,eu,Austria,False
at,sa,1993.05,1993,5,151000,4.0,eu,Austria,False
at,sa,1993.06,1993,6,152000,4.0,eu,Austria,False
at,sa,1993.07,1993,7,154000,4.0,eu,Austria,False
at,sa,1993.08,1993,8,154000,4.1,eu,Austria,False
at,sa,1993.09,1993,9,154000,4.0,eu,Austria,False
at,sa,1993.1,1993,10,154000,4.0,eu,Austria,False
at,sa,1993.11,1993,11,153000,4.0,eu,Austria,False
at,sa,1993.12,1993,12,153000,4.0,eu,Austria,False
at,sa,1994.01,1994,1,151000,4.0,eu,Austria,False
at,sa,1994.02,1994,2,148000,3.9,eu,Austria,False
at,sa,1994.03,1994,3,145000,3.8,eu,Austria,False
at,sa,1994.04,1994,4,145000,3.8,eu,Austria,False
at,sa,1994.05,1994,5,147000,3.9,eu,Austria,False
at,sa,1994.06,1994,6,145000,3.8,eu,Austria,False
at,sa,1994.07,1994,7,145000,3.8,eu,Austria,False
at,sa,1994.08,1994,8,144000,3.8,eu,Austria,False
at,sa,1994.09,1994,9,145000,3.8,eu,Austria,False
at,sa,1994.1,1994,10,146000,3.8,eu,Austria,False
at,sa,1994.11,1994,11,145000,3.8,eu,Austria,False
at,sa,1994.12,1994,12,144000,3.8,eu,Austria,False
at,sa,1995.01,1995,1,145000,3.8,eu,Austria,False
at,sa,1995.02,1995,2,143000,3.8,eu,Austria,False
at,sa,1995.03,1995,3,142000,3.8,eu,Austria,False
at,sa,1995.04,1995,4,143000,3.8,eu,Austria,False
at,sa,1995.05,1995,5,145000,3.8,eu,Austria,False
at,sa,1995.06,1995,6,147000,3.9,eu,Austria,False
at,sa,1995.07,1995,7,147000,3.9,eu,Austria,False
at,sa,1995.08,1995,8,150000,4.0,eu,Austria,False
at,sa,1995.09,1995,9,151000,4.0,eu,Austria,False
at,sa,1995.1,1995,10,153000,4.1,eu,Austria,False
at,sa,1995.11,1995,11,156000,4.2,eu,Austria,False
at,sa,1995.12,1995,12,159000,4.2,eu,Austria,False
at,sa,1996.01,1996,1,160000,4.3,eu,Austria,False
at,sa,1996.02,1996,2,163000,4.3,eu,Austria,False
at,sa,1996.03,1996,3,167000,4.5,eu,Austria,False
at,sa,1996.04,1996,4,168000,4.5,eu,Austria,False
at,sa,1996.05,1996,5,165000,4.4,eu,Austria,False
at,sa,1996.06,1996,6,162000,4.3,eu,Austria,False
at,sa,1996.07,1996,7,161000,4.3,eu,Austria,False
at,sa,1996.08,1996,8,161000,4.3,eu,Austria,False
at,sa,1996.09,1996,9,160000,4.3,eu,Austria,False
at,sa,1996.1,1996,10,160000,4.3,eu,Austria,False
at,sa,1996.11,1996,11,160000,4.3,eu,Austria,False
at,sa,1996.12,1996,12,157000,4.2,eu,Austria,False
at,sa,1997.01,1997,1,159000,4.2,eu,Austria,False
at,sa,1997.02,1997,2,159000,4.3,eu,Austria,False
at,sa,1997.03,1997,3,159000,4.2,eu,Austria,False
at,sa,1997.04,1997,4,161000,4.3,eu,Austria,False
at,sa,1997.05,1997,5,163000,4.4,eu,Austria,False
at,sa,1997.06,1997,6,164000,4.4,eu,Austria,False
at,sa,1997.07,1997,7,166000,4.4,eu,Austria,False
at,sa,1997.08,1997,8,167000,4.5,eu,Austria,False
at,sa,1997.09,1997,9,168000,4.5,eu,Austria,False
at,sa,1997.1,1997,10,170000,4.5,eu,Austria,False
at,sa,1997.11,1997,11,172000,4.6,eu,Austria,False
at,sa,1997.12,1997,12,170000,4.5,eu,Austria,False
at,sa,1998.01,1998,1,171000,4.5,eu,Austria,False
at,sa,1998.02,1998,2,173000,4.6,eu,Austria,False
at,sa,1998.03,1998,3,176000,4.7,eu,Austria,False
at,sa,1998.04,1998,4,176000,4.7,eu,Austria,False
at,sa,1998.05,1998,5,175000,4.6,eu,Austria,False
at,sa,1998.06,1998,6,175000,4.6,eu,Austria,False
at,sa,1998.07,1998,7,172000,4.5,eu,Austria,False
at,sa,1998.08,1998,8,168000,4.4,eu,Austria,False
at,sa,1998.09,1998,9,166000,4.4,eu,Austria,False
at,sa,1998.1,1998,10,164000,4.3,eu,Austria,False
at,sa,1998.11,1998,11,161000,4.2,eu,Austria,False
at,sa,1998.12,1998,12,156000,4.1,eu,Austria,False
at,sa,1999.01,1999,1,153000,4.0,eu,Austria,False
at,sa,1999.02,1999,2,153000,4.0,eu,Austria,False
at,sa,1999.03,1999,3,152000,4.0,eu,Austria,False
at,sa,1999.04,1999,4,151000,4.0,eu,Austria,False
at,sa,1999.05,1999,5,150000,4.0,eu,Austria,False
at,sa,1999.06,1999,6,148000,3.9,eu,Austria,False
at,sa,1999.07,1999,7,148000,3.9,eu,Austria,False
at,sa,1999.08,1999,8,148000,3.9,eu,Austria,False
at,sa,1999.09,1999,9,148000,3.9,eu,Austria,False
at,sa,1999.1,1999,10,147000,3.9,eu,Austria,False
at,sa,1999.11,1999,11,149000,3.9,eu,Austria,False
at,sa,1999.12,1999,12,149000,3.9,eu,Austria,False
at,sa,2000.01,2000,1,149000,3.9,eu,Austria,False
at,sa,2000.02,2000,2,151000,4.0,eu,Austria,False
at,sa,2000.03,2000,3,148000,3.9,eu,Austria,False
at,sa,2000.04,2000,4,143000,3.8,eu,Austria,False
at,sa,2000.05,2000,5,139000,3.7,eu,Austria,False
at,sa,2000.06,2000,6,137000,3.6,eu,Austria,False
at,sa,2000.07,2000,7,133000,3.5,eu,Austria,False
at,sa,2000.08,2000,8,131000,3.5,eu,Austria,False
at,sa,2000.09,2000,9,130000,3.4,eu,Austria,False
at,sa,2000.1,2000,10,129000,3.4,eu,Austria,False
at,sa,2000.11,2000,11,129000,3.4,eu,Austria,False
at,sa,2000.12,2000,12,127000,3.4,eu,Austria,False
at,sa,2001.01,2001,1,130000,3.4,eu,Austria,False
at,sa,2001.02,2001,2,131000,3.5,eu,Austria,False
at,sa,2001.03,2001,3,130000,3.4,eu,Austria,False
at,sa,2001.04,2001,4,130000,3.4,eu,Austria,False
at,sa,2001.05,2001,5,131000,3.5,eu,Austria,False
at,sa,2001.06,2001,6,135000,3.5,eu,Austria,False
at,sa,2001.07,2001,7,137000,3.6,eu,Austria,False
at,sa,2001.08,2001,8,140000,3.7,eu,Austria,False
at,sa,2001.09,2001,9,144000,3.7,eu,Austria,False
at,sa,2001.1,2001,10,148000,3.8,eu,Austria,False
at,sa,2001.11,2001,11,152000,3.9,eu,Austria,False
at,sa,2001.12,2001,12,157000,4.1,eu,Austria,False
at,sa,2002.01,2002,1,160000,4.1,eu,Austria,False
at,sa,2002.02,2002,2,161000,4.2,eu,Austria,False
at,sa,2002.03,2002,3,162000,4.2,eu,Austria,False
at,sa,2002.04,2002,4,164000,4.2,eu,Austria,False
at,sa,2002.05,2002,5,165000,4.2,eu,Austria,False
at,sa,2002.06,2002,6,164000,4.2,eu,Austria,False
at,sa,2002.07,2002,7,164000,4.2,eu,Austria,False
at,sa,2002.08,2002,8,165000,4.2,eu,Austria,False
at,sa,2002.09,2002,9,166000,4.2,eu,Austria,False
at,sa,2002.1,2002,10,163000,4.2,eu,Austria,False
at,sa,2002.11,2002,11,161000,4.1,eu,Austria,False
at,sa,2002.12,2002,12,161000,4.1,eu,Austria,False
at,sa,2003.01,2003,1,160000,4.1,eu,Austria,False
at,sa,2003.02,2003,2,159000,4.1,eu,Austria,False
at,sa,2003.03,2003,3,159000,4.1,eu,Austria,False
at,sa,2003.04,2003,4,159000,4.1,eu,Austria,False
at,sa,2003.05,2003,5,163000,4.2,eu,Austria,False
at,sa,2003.06,2003,6,167000,4.3,eu,Austria,False
at,sa,2003.07,2003,7,169000,4.4,eu,Austria,False
at,sa,2003.08,2003,8,169000,4.4,eu,Austria,False
at,sa,2003.09,2003,9,171000,4.4,eu,Austria,False
at,sa,2003.1,2003,10,171000,4.4,eu,Austria,False
at,sa,2003.11,2003,11,171000,4.5,eu,Austria,False
at,sa,2003.12,2003,12,173000,4.5,eu,Austria,False
at,sa,2004.01,2004,1,175000,4.6,eu,Austria,False
at,sa,2004.02,2004,2,178000,4.6,eu,Austria,False
at,sa,2004.03,2004,3,184000,4.8,eu,Austria,False
at,sa,2004.04,2004,4,187000,4.8,eu,Austria,False
at,sa,2004.05,2004,5,188000,4.8,eu,Austria,False
at,sa,2004.06,2004,6,192000,4.9,eu,Austria,False
at,sa,2004.07,2004,7,190000,4.8,eu,Austria,False
at,sa,2004.08,2004,8,192000,4.9,eu,Austria,False
at,sa,2004.09,2004,9,196000,5.0,eu,Austria,False
at,sa,2004.1,2004,10,199000,5.0,eu,Austria,False
at,sa,2004.11,2004,11,202000,5.1,eu,Austria,False
at,sa,2004.12,2004,12,199000,5.0,eu,Austria,False
at,sa,2005.01,2005,1,195000,4.9,eu,Austria,False
at,sa,2005.02,2005,2,197000,4.9,eu,Austria,False
at,sa,2005.03,2005,3,204000,5.1,eu,Austria,False
at,sa,2005.04,2005,4,213000,5.3,eu,Austria,False
at,sa,2005.05,2005,5,216000,5.4,eu,Austria,False
at,sa,2005.06,2005,6,216000,5.4,eu,Austria,False
at,sa,2005.07,2005,7,209000,5.2,eu,Austria,False
at,sa,2005.08,2005,8,207000,5.1,eu,Austria,False
at,sa,2005.09,2005,9,209000,5.2,eu,Austria,False
at,sa,2005.1,2005,10,210000,5.2,eu,Austria,False
at,sa,2005.11,2005,11,212000,5.2,eu,Austria,False
at,sa,2005.12,2005,12,212000,5.2,eu,Austria,False
at,sa,2006.01,2006,1,215000,5.3,eu,Austria,False
at,sa,2006.02,2006,2,214000,5.2,eu,Austria,False
at,sa,2006.03,2006,3,212000,5.2,eu,Austria,False
at,sa,2006.04,2006,4,201000,4.9,eu,Austria,False
at,sa,2006.05,2006,5,199000,4.9,eu,Austria,False
at,sa,2006.06,2006,6,193000,4.7,eu,Austria,False
at,sa,2006.07,2006,7,186000,4.5,eu,Austria,False
at,sa,2006.08,2006,8,181000,4.4,eu,Austria,False
at,sa,2006.09,2006,9,179000,4.3,eu,Austria,False
at,sa,2006.1,2006,10,186000,4.5,eu,Austria,False
at,sa,2006.11,2006,11,189000,4.6,eu,Austria,False
at,sa,2006.12,2006,12,187000,4.5,eu,Austria,False
at,sa,2007.01,2007,1,186000,4.5,eu,Austria,False
at,sa,2007.02,2007,2,182000,4.4,eu,Austria,False
at,sa,2007.03,2007,3,182000,4.4,eu,Austria,False
at,sa,2007.04,2007,4,188000,4.5,eu,Austria,False
at,sa,2007.05,2007,5,192000,4.6,eu,Austria,False
at,sa,2007.06,2007,6,195000,4.6,eu,Austria,False
at,sa,2007.07,2007,7,200000,4.7,eu,Austria,False
at,sa,2007.08,2007,8,199000,4.7,eu,Austria,False
at,sa,2007.09,2007,9,188000,4.5,eu,Austria,False
at,sa,2007.1,2007,10,178000,4.2,eu,Austria,False
at,sa,2007.11,2007,11,170000,4.0,eu,Austria,False
at,sa,2007.12,2007,12,167000,4.0,eu,Austria,False
at,sa,2008.01,2008,1,175000,4.1,eu,Austria,False
at,sa,2008.02,2008,2,169000,4.0,eu,Austria,False
at,sa,2008.03,2008,3,161000,3.8,eu,Austria,False
at,sa,2008.04,2008,4,155000,3.7,eu,Austria,False
at,sa,2008.05,2008,5,149000,3.5,eu,Austria,False
at,sa,2008.06,2008,6,148000,3.5,eu,Austria,False
at,sa,2008.07,2008,7,156000,3.7,eu,Austria,False
at,sa,2008.08,2008,8,159000,3.8,eu,Austria,False
at,sa,2008.09,2008,9,162000,3.8,eu,Austria,False
at,sa,2008.1,2008,10,166000,3.9,eu,Austria,False
at,sa,2008.11,2008,11,170000,4.0,eu,Austria,False
at,sa,2008.12,2008,12,178000,4.2,eu,Austria,False
at,sa,2009.01,2009,1,182000,4.3,eu,Austria,False
at,sa,2009.02,2009,2,190000,4.5,eu,Austria,False
at,sa,2009.03,2009,3,196000,4.6,eu,Austria,False
at,sa,2009.04,2009,4,200000,4.7,eu,Austria,False
at,sa,2009.05,2009,5,206000,4.8,eu,Austria,False
at,sa,2009.06,2009,6,213000,5.0,eu,Austria,False
at,sa,2009.07,2009,7,221000,5.2,eu,Austria,False
at,sa,2009.08,2009,8,223000,5.2,eu,Austria,False
at,sa,2009.09,2009,9,220000,5.1,eu,Austria,False
at,sa,2009.1,2009,10,211000,4.9,eu,Austria,False
at,sa,2009.11,2009,11,202000,4.7,eu,Austria,False
at,sa,2009.12,2009,12,197000,4.6,eu,Austria,False
at,sa,2010.01,2010,1,192000,4.5,eu,Austria,False
at,sa,2010.02,2010,2,191000,4.5,eu,Austria,False
at,sa,2010.03,2010,3,189000,4.5,eu,Austria,False
at,sa,2010.04,2010,4,195000,4.6,eu,Austria,False
at,sa,2010.05,2010,5,196000,4.6,eu,Austria,False
at,sa,2010.06,2010,6,194000,4.5,eu,Austria,False
at,sa,2010.07,2010,7,188000,4.4,eu,Austria,False
at,sa,2010.08,2010,8,190000,4.5,eu,Austria,False
at,sa,2010.09,2010,9,198000,4.6,eu,Austria,False
at,sa,2010.1,2010,10,205000,4.8,eu,Austria,False
at,sa,2010.11,2010,11,211000,4.9,eu,Austria,False
at,sa,2010.12,2010,12,214000,5.0,eu,Austria,False
at,trend,1993.01,1993,1,144000,3.8,eu,Austria,False
at,trend,1993.02,1993,2,145000,3.8,eu,Austria,False
at,trend,1993.03,1993,3,147000,3.9,eu,Austria,False
at,trend,1993.04,1993,4,149000,3.9,eu,Austria,False
at,trend,1993.05,1993,5,151000,4.0,eu,Austria,False
at,trend,1993.06,1993,6,152000,4.0,eu,Austria,False
at,trend,1993.07,1993,7,154000,4.0,eu,Austria,False
at,trend,1993.08,1993,8,154000,4.1,eu,Austria,False
at,trend,1993.09,1993,9,154000,4.0,eu,Austria,False
at,trend,1993.1,1993,10,154000,4.0,eu,Austria,False
at,trend,1993.11,1993,11,153000,4.0,eu,Austria,False
